Timestamp,PM2.5
2025-01-28 19:00:00,38.9
2025-01-29 00:00:00,29.6
2025-01-29 01:00:00,35.3
2025-01-29 03:00:00,39.5
2025-01-29 04:00:00,36.6
2025-01-29 09:00:00,52.9
2025-01-29 10:00:00,29.1
2025-01-29 12:00:00,33.1
2025-01-29 13:00:00,45.0
2025-01-29 15:00:00,57.9
2025-01-29 20:00:00,50.6
2025-01-29 23:00:00,47.7
2025-01-30 07:00:00,58.0
2025-01-30 10:00:00,22.7
2025-01-30 17:00:00,39.7
2025-01-30 22:00:00,58.1
2025-01-31 00:00:00,46.2
2025-01-31 01:00:00,23.4
2025-01-31 04:00:00,21.4
2025-01-31 05:00:00,50.1
2025-01-31 11:00:00,41.0
2025-01-31 15:00:00,59.1
2025-02-01 00:00:00,21.5
2025-02-01 04:00:00,26.5
2025-02-01 09:00:00,54.5
2025-02-01 13:00:00,49.2
2025-02-02 04:00:00,31.1
2025-02-02 10:00:00,55.0
2025-02-02 11:00:00,46.0
2025-02-02 14:00:00,28.5
2025-02-02 16:00:00,45.1
2025-02-02 19:00:00,62.3
2025-02-03 00:00:00,40.8
2025-02-03 06:00:00,42.7
2025-02-03 08:00:00,51.2
2025-02-03 09:00:00,36.9
2025-02-03 10:00:00,38.8
2025-02-03 15:00:00,32.2
2025-02-04 03:00:00,41.1
2025-02-04 11:00:00,32.5
2025-02-04 16:00:00,63.0
2025-02-04 18:00:00,59.4
2025-02-05 07:00:00,70.5
2025-02-05 12:00:00,37.8
2025-02-05 13:00:00,44.4
2025-02-05 14:00:00,45.1
2025-02-05 19:00:00,50.2
2025-02-05 20:00:00,45.7
2025-02-06 08:00:00,45.1
2025-02-06 12:00:00,38.9
2025-02-06 18:00:00,47.1
2025-02-06 20:00:00,53.8
2025-02-06 21:00:00,43.4
2025-02-07 02:00:00,38.6
2025-02-07 03:00:00,37.9
2025-02-07 05:00:00,40.6
2025-02-07 06:00:00,37.0
2025-02-07 10:00:00,44.4
2025-02-07 11:00:00,39.7
2025-02-07 21:00:00,38.2
2025-02-08 01:00:00,31.1
2025-02-08 04:00:00,38.3
2025-02-08 05:00:00,49.9
2025-02-08 07:00:00,62.1
2025-02-08 10:00:00,45.6
2025-02-08 16:00:00,68.3
2025-02-08 17:00:00,52.3
2025-02-08 22:00:00,53.9
2025-02-09 01:00:00,13.5
2025-02-09 06:00:00,33.1
2025-02-09 10:00:00,47.1
2025-02-09 21:00:00,29.0
2025-02-10 00:00:00,39.2
2025-02-10 09:00:00,50.0
2025-02-10 10:00:00,47.8
2025-02-10 11:00:00,29.6
2025-02-10 14:00:00,39.1
2025-02-10 19:00:00,63.7
2025-02-10 20:00:00,41.5
2025-02-10 22:00:00,38.1
2025-02-11 04:00:00,13.7
2025-02-11 05:00:00,34.3
2025-02-11 07:00:00,41.6
2025-02-11 16:00:00,62.5
2025-02-12 01:00:00,45.0
2025-02-12 02:00:00,37.5
2025-02-12 03:00:00,24.3
2025-02-12 10:00:00,45.4
2025-02-12 14:00:00,48.0
2025-02-12 15:00:00,25.8
2025-02-13 00:00:00,20.7
2025-02-13 06:00:00,57.0
2025-02-13 13:00:00,36.9
2025-02-13 16:00:00,58.1
2025-02-14 00:00:00,36.0
2025-02-14 02:00:00,31.2
2025-02-14 07:00:00,37.7
2025-02-14 11:00:00,35.4
2025-02-14 18:00:00,53.6
2025-02-14 21:00:00,38.3
2025-02-15 03:00:00,36.6
2025-02-15 05:00:00,39.0
2025-02-15 06:00:00,24.8
2025-02-15 10:00:00,46.9
2025-02-15 14:00:00,50.3
2025-02-15 19:00:00,61.8
2025-02-15 21:00:00,47.3
2025-02-15 22:00:00,49.7
2025-02-16 00:00:00,43.0
2025-02-16 04:00:00,42.2
2025-02-16 05:00:00,49.6
2025-02-16 09:00:00,64.5
2025-02-16 10:00:00,48.8
2025-02-16 15:00:00,58.7
2025-02-16 17:00:00,45.9
2025-02-16 19:00:00,35.5
2025-02-16 20:00:00,56.3
2025-02-17 04:00:00,37.2
2025-02-17 05:00:00,43.8
2025-02-17 06:00:00,48.6
2025-02-17 10:00:00,30.9
2025-02-17 12:00:00,41.3
2025-02-17 13:00:00,35.0
2025-02-17 16:00:00,48.8
2025-02-17 17:00:00,62.6
2025-02-17 21:00:00,56.0
2025-02-18 00:00:00,42.6
2025-02-18 01:00:00,19.1
2025-02-18 05:00:00,40.8
2025-02-18 08:00:00,51.9
2025-02-18 09:00:00,58.5
2025-02-18 10:00:00,34.9
2025-02-18 20:00:00,43.2
2025-02-19 01:00:00,28.7
2025-02-19 12:00:00,45.3
2025-02-19 23:00:00,37.5
2025-02-20 01:00:00,26.3
2025-02-20 02:00:00,21.3
2025-02-20 12:00:00,43.7
2025-02-20 13:00:00,42.9
2025-02-20 14:00:00,52.0
2025-02-20 20:00:00,28.2
2025-02-21 03:00:00,40.1
2025-02-21 04:00:00,25.2
2025-02-21 06:00:00,39.2
2025-02-21 10:00:00,35.3
2025-02-21 16:00:00,65.4
2025-02-21 23:00:00,35.9
2025-02-22 02:00:00,29.5
2025-02-22 03:00:00,29.9
2025-02-22 05:00:00,45.2
2025-02-22 06:00:00,50.5
2025-02-22 08:00:00,58.8
2025-02-22 09:00:00,50.5
2025-02-22 12:00:00,30.4
2025-02-22 15:00:00,48.4
2025-02-22 22:00:00,39.7
2025-02-23 00:00:00,43.9
2025-02-23 01:00:00,40.3
2025-02-23 07:00:00,58.1
2025-02-23 13:00:00,35.9
2025-02-23 16:00:00,42.4
2025-02-23 19:00:00,60.0
2025-02-24 03:00:00,37.5
2025-02-24 06:00:00,57.7
2025-02-24 08:00:00,55.9
2025-02-24 09:00:00,43.8
2025-02-24 13:00:00,45.0
2025-02-25 02:00:00,46.5
2025-02-25 04:00:00,40.6
2025-02-25 05:00:00,60.1
2025-02-25 07:00:00,57.5
2025-02-25 08:00:00,59.6
2025-02-25 11:00:00,44.3
2025-02-25 12:00:00,48.0
2025-02-25 16:00:00,61.9
2025-02-25 20:00:00,33.0
2025-02-25 21:00:00,43.0
2025-02-26 04:00:00,39.6
2025-02-26 06:00:00,57.2
2025-02-26 07:00:00,64.6
2025-02-26 08:00:00,58.9
2025-02-26 12:00:00,41.1
2025-02-26 16:00:00,54.5
2025-02-26 23:00:00,21.0
2025-02-27 07:00:00,56.7
2025-02-27 12:00:00,48.0
2025-02-27 14:00:00,46.2
2025-02-28 02:00:00,43.8
2025-02-28 04:00:00,51.9
2025-02-28 08:00:00,68.3
2025-02-28 10:00:00,43.9
2025-02-28 20:00:00,26.4
2025-02-28 21:00:00,56.3
2025-02-28 22:00:00,43.8
2025-03-01 01:00:00,28.7
2025-03-01 04:00:00,45.0
2025-03-01 07:00:00,51.6
2025-03-01 08:00:00,44.0
2025-03-01 09:00:00,62.0
2025-03-01 10:00:00,39.6
2025-03-01 11:00:00,45.9
2025-03-01 13:00:00,37.7
2025-03-01 21:00:00,41.8
2025-03-02 02:00:00,46.9
2025-03-02 11:00:00,42.0
2025-03-02 12:00:00,36.4
2025-03-02 17:00:00,65.1
2025-03-02 19:00:00,57.6
2025-03-02 22:00:00,48.4
2025-03-03 13:00:00,44.6
2025-03-03 20:00:00,33.0
2025-03-03 22:00:00,51.0
2025-03-03 23:00:00,29.4
2025-03-04 00:00:00,34.9
2025-03-04 02:00:00,33.0
2025-03-04 04:00:00,27.7
2025-03-04 11:00:00,23.9
2025-03-04 13:00:00,35.5
2025-03-04 19:00:00,51.9
2025-03-05 10:00:00,51.5
2025-03-06 13:00:00,24.5
2025-03-06 14:00:00,47.6
2025-03-06 20:00:00,44.8
2025-03-06 22:00:00,32.6
2025-03-06 23:00:00,33.4
2025-03-07 05:00:00,21.2
2025-03-07 08:00:00,58.0
2025-03-07 09:00:00,58.2
2025-03-07 15:00:00,51.5
2025-03-07 22:00:00,46.2
2025-03-08 17:00:00,62.0
2025-03-08 18:00:00,60.9
2025-03-08 19:00:00,56.0
2025-03-09 05:00:00,42.4
2025-03-09 19:00:00,46.0
2025-03-09 22:00:00,51.5
2025-03-10 02:00:00,38.2
2025-03-10 03:00:00,20.0
2025-03-10 06:00:00,45.0
2025-03-10 10:00:00,50.2
2025-03-10 11:00:00,43.4
2025-03-10 22:00:00,39.1
2025-03-10 23:00:00,38.6
2025-03-11 01:00:00,28.8
2025-03-11 07:00:00,68.9
2025-03-11 10:00:00,38.6
2025-03-11 12:00:00,20.2
2025-03-11 13:00:00,54.5
2025-03-11 18:00:00,31.2
2025-03-12 00:00:00,42.7
2025-03-12 03:00:00,41.9
2025-03-12 04:00:00,44.0
2025-03-12 09:00:00,56.9
2025-03-12 13:00:00,42.3
2025-03-12 15:00:00,47.3
2025-03-12 17:00:00,67.6
2025-03-13 00:00:00,26.5
2025-03-13 13:00:00,43.7
2025-03-13 14:00:00,26.9
2025-03-13 15:00:00,24.1
2025-03-13 19:00:00,55.8
2025-03-14 02:00:00,35.4
2025-03-14 07:00:00,58.2
2025-03-14 15:00:00,54.4
2025-03-15 04:00:00,42.7
2025-03-15 17:00:00,52.2
2025-03-15 20:00:00,53.4
2025-03-16 00:00:00,28.0
2025-03-16 06:00:00,51.6
2025-03-16 17:00:00,56.8
2025-03-16 18:00:00,54.8
2025-03-16 21:00:00,41.1
2025-03-17 01:00:00,35.4
2025-03-17 03:00:00,54.9
2025-03-17 07:00:00,48.6
2025-03-17 08:00:00,64.6
2025-03-17 10:00:00,43.4
2025-03-17 11:00:00,37.2
2025-03-17 12:00:00,40.1
2025-03-17 13:00:00,34.7
2025-03-17 16:00:00,53.8
2025-03-18 03:00:00,14.5
2025-03-18 04:00:00,30.1
2025-03-18 06:00:00,40.4
2025-03-18 13:00:00,26.4
2025-03-18 14:00:00,54.2
2025-03-18 20:00:00,40.9
2025-03-19 08:00:00,61.7
2025-03-19 10:00:00,44.1
2025-03-19 17:00:00,69.4
2025-03-19 18:00:00,53.9
2025-03-19 19:00:00,66.4
2025-03-20 02:00:00,30.4
2025-03-20 04:00:00,47.0
2025-03-20 05:00:00,23.4
2025-03-20 17:00:00,59.3
2025-03-20 21:00:00,38.6
2025-03-21 00:00:00,48.6
2025-03-21 01:00:00,30.1
2025-03-21 03:00:00,16.6
2025-03-21 09:00:00,66.7
2025-03-21 10:00:00,49.2
2025-03-22 13:00:00,39.7
2025-03-22 14:00:00,50.1
2025-03-22 15:00:00,44.9
2025-03-22 20:00:00,40.5
2025-03-22 21:00:00,50.6
2025-03-23 04:00:00,30.3
2025-03-23 07:00:00,51.7
2025-03-23 08:00:00,56.1
2025-03-23 09:00:00,64.7
2025-03-23 13:00:00,33.5
2025-03-23 14:00:00,46.8
2025-03-23 15:00:00,49.4
2025-03-23 16:00:00,67.2
2025-03-23 21:00:00,56.0
2025-03-23 22:00:00,41.5
2025-03-24 01:00:00,40.8
2025-03-24 03:00:00,39.2
2025-03-24 05:00:00,53.1
2025-03-24 11:00:00,44.2
2025-03-24 17:00:00,58.8
2025-03-24 19:00:00,37.0
2025-03-24 20:00:00,53.8
2025-03-25 12:00:00,30.4
2025-03-25 13:00:00,44.5
2025-03-25 17:00:00,55.5
2025-03-25 20:00:00,36.3
2025-03-25 21:00:00,43.5
2025-03-25 23:00:00,43.0
2025-03-26 00:00:00,39.0
2025-03-26 02:00:00,18.5
2025-03-26 07:00:00,48.2
2025-03-26 09:00:00,63.4
2025-03-26 11:00:00,43.4
2025-03-26 13:00:00,40.9
2025-03-26 14:00:00,44.2
2025-03-26 15:00:00,59.8
2025-03-26 18:00:00,68.4
2025-03-26 23:00:00,24.1
2025-03-27 01:00:00,33.7
2025-03-27 02:00:00,16.9
2025-03-27 03:00:00,32.2
2025-03-27 06:00:00,42.5
2025-03-27 07:00:00,68.4
2025-03-27 13:00:00,24.0
2025-03-27 16:00:00,59.7
2025-03-27 23:00:00,46.6
2025-03-28 00:00:00,44.0
2025-03-28 02:00:00,36.8
2025-03-28 09:00:00,60.7
2025-03-28 12:00:00,27.3
2025-03-28 13:00:00,42.7
2025-03-28 15:00:00,53.7
2025-03-28 18:00:00,71.6
2025-03-28 20:00:00,47.5
2025-03-29 04:00:00,37.0
2025-03-29 08:00:00,60.5
2025-03-29 13:00:00,31.5
2025-03-29 15:00:00,42.2
2025-03-29 16:00:00,31.4
2025-03-29 18:00:00,55.3
2025-03-29 20:00:00,48.7
2025-03-30 05:00:00,45.1
2025-03-30 10:00:00,35.4
2025-03-30 13:00:00,60.7
2025-03-30 15:00:00,43.0
2025-03-30 16:00:00,57.4
2025-03-30 17:00:00,59.7
2025-03-30 22:00:00,55.2
2025-03-31 00:00:00,33.1
2025-03-31 09:00:00,58.9
2025-03-31 14:00:00,37.3
2025-03-31 16:00:00,72.7
2025-03-31 21:00:00,49.4
2025-04-01 03:00:00,34.4
2025-04-01 05:00:00,47.7
2025-04-01 09:00:00,35.7
2025-04-01 12:00:00,41.5
2025-04-01 23:00:00,20.8
2025-04-02 05:00:00,61.5
2025-04-02 16:00:00,52.0
2025-04-02 18:00:00,69.4
2025-04-02 21:00:00,35.2
2025-04-03 06:00:00,47.4
2025-04-03 08:00:00,57.0
2025-04-03 13:00:00,45.0
2025-04-03 14:00:00,46.0
2025-04-03 16:00:00,45.2
2025-04-03 19:00:00,48.8
2025-04-03 20:00:00,42.2
2025-04-04 06:00:00,31.6
2025-04-04 08:00:00,60.2
2025-04-04 11:00:00,54.9
2025-04-04 18:00:00,61.9
2025-04-05 02:00:00,34.8
2025-04-05 08:00:00,49.8
2025-04-06 03:00:00,29.5
2025-04-06 04:00:00,34.5
2025-04-06 05:00:00,50.6
2025-04-06 08:00:00,61.6
2025-04-06 19:00:00,59.3
2025-04-06 22:00:00,46.3
2025-04-07 02:00:00,27.2
2025-04-07 05:00:00,55.8
2025-04-07 06:00:00,46.3
2025-04-07 11:00:00,55.0
2025-04-07 13:00:00,50.0
2025-04-07 16:00:00,66.8
2025-04-07 23:00:00,24.1
2025-04-08 00:00:00,36.0
2025-04-08 03:00:00,37.0
2025-04-08 05:00:00,39.6
2025-04-08 06:00:00,44.7
2025-04-08 13:00:00,43.4
2025-04-08 17:00:00,68.6
2025-04-09 03:00:00,18.2
2025-04-09 05:00:00,43.2
2025-04-09 08:00:00,58.3
2025-04-09 11:00:00,32.0
2025-04-09 15:00:00,41.0
2025-04-10 04:00:00,35.5
2025-04-10 05:00:00,42.3
2025-04-10 10:00:00,50.2
2025-04-10 18:00:00,60.3
2025-04-10 20:00:00,39.7
2025-04-11 05:00:00,47.7
2025-04-11 11:00:00,36.6
2025-04-11 14:00:00,43.4
2025-04-11 18:00:00,63.6
2025-04-11 19:00:00,54.6
2025-04-11 23:00:00,37.7
2025-04-12 06:00:00,53.7
2025-04-12 07:00:00,42.2
2025-04-12 10:00:00,48.6
2025-04-12 11:00:00,50.1
2025-04-12 14:00:00,41.8
2025-04-13 01:00:00,28.6
2025-04-13 05:00:00,46.3
2025-04-13 06:00:00,55.3
2025-04-13 13:00:00,54.8
2025-04-13 21:00:00,49.1
2025-04-13 22:00:00,49.2
2025-04-14 07:00:00,64.9
2025-04-14 16:00:00,53.6
2025-04-15 11:00:00,39.7
2025-04-15 15:00:00,44.1
2025-04-16 00:00:00,24.3
2025-04-16 04:00:00,34.3
2025-04-16 05:00:00,54.0
2025-04-16 06:00:00,45.0
2025-04-16 10:00:00,44.4
2025-04-16 12:00:00,49.2
2025-04-16 15:00:00,61.5
2025-04-16 17:00:00,42.6
2025-04-16 21:00:00,46.8
2025-04-16 22:00:00,37.9
2025-04-17 01:00:00,43.1
2025-04-17 04:00:00,41.4
2025-04-17 15:00:00,45.0
2025-04-17 18:00:00,70.2
2025-04-18 03:00:00,19.8
2025-04-18 04:00:00,35.8
2025-04-18 05:00:00,52.8
2025-04-18 16:00:00,47.5
2025-04-18 18:00:00,67.2
2025-04-18 20:00:00,43.5
2025-04-18 23:00:00,32.9
2025-04-19 01:00:00,47.3
2025-04-19 09:00:00,59.3
2025-04-19 10:00:00,40.0
2025-04-19 15:00:00,50.1
2025-04-20 11:00:00,56.1
2025-04-20 12:00:00,23.5
2025-04-20 19:00:00,47.9
2025-04-20 21:00:00,38.0
2025-04-21 00:00:00,45.1
2025-04-21 06:00:00,47.6
2025-04-21 08:00:00,60.5
2025-04-21 11:00:00,51.1
2025-04-21 13:00:00,41.0
2025-04-21 14:00:00,50.6
2025-04-21 19:00:00,50.0
2025-04-21 20:00:00,53.4
2025-04-21 21:00:00,49.4
2025-04-21 22:00:00,56.0
2025-04-22 02:00:00,38.4
2025-04-22 04:00:00,31.4
2025-04-22 10:00:00,52.7
2025-04-22 11:00:00,28.8
2025-04-22 16:00:00,53.8
2025-04-22 17:00:00,47.3
2025-04-22 19:00:00,67.7
2025-04-23 04:00:00,33.6
2025-04-23 13:00:00,36.1
2025-04-23 17:00:00,63.5
2025-04-24 04:00:00,43.3
2025-04-24 06:00:00,42.9
2025-04-24 09:00:00,59.4
2025-04-24 10:00:00,35.4
2025-04-25 03:00:00,16.6
2025-04-25 04:00:00,38.1
2025-04-25 06:00:00,45.3
2025-04-25 07:00:00,59.1
2025-04-25 13:00:00,23.8
2025-04-25 17:00:00,61.1
2025-04-25 20:00:00,33.1
2025-04-25 21:00:00,43.8
2025-04-25 22:00:00,39.5
2025-04-25 23:00:00,6.0
2025-04-26 01:00:00,39.1
2025-04-26 10:00:00,39.6
2025-04-26 13:00:00,45.5
2025-04-26 21:00:00,44.6
2025-04-27 05:00:00,44.3
2025-04-27 11:00:00,42.6
2025-04-27 20:00:00,50.5
2025-04-28 02:00:00,39.0
2025-04-28 04:00:00,34.9
2025-04-28 08:00:00,51.8
2025-04-28 09:00:00,64.7
2025-04-28 11:00:00,47.5
2025-04-28 21:00:00,33.6
2025-04-28 22:00:00,24.4
2025-04-29 02:00:00,31.9
2025-04-29 09:00:00,60.8
2025-04-29 20:00:00,39.0
2025-04-29 21:00:00,33.6
2025-04-30 11:00:00,29.0
2025-04-30 12:00:00,44.7
2025-04-30 13:00:00,44.7
2025-04-30 15:00:00,35.5
2025-04-30 17:00:00,49.6
2025-05-01 01:00:00,29.2
2025-05-01 05:00:00,47.7
2025-05-01 08:00:00,59.7
2025-05-01 09:00:00,48.1
2025-05-01 10:00:00,53.0
2025-05-01 11:00:00,46.2
2025-05-01 14:00:00,26.2
2025-05-01 16:00:00,59.0
2025-05-01 18:00:00,65.1
2025-05-02 02:00:00,32.7
2025-05-02 04:00:00,28.2
2025-05-02 07:00:00,68.9
2025-05-02 08:00:00,74.2
2025-05-02 10:00:00,42.5
2025-05-02 17:00:00,62.0
2025-05-03 02:00:00,40.1
2025-05-03 08:00:00,59.3
2025-05-03 10:00:00,56.5
2025-05-03 16:00:00,59.8
2025-05-03 18:00:00,51.5
2025-05-04 03:00:00,39.5
2025-05-04 06:00:00,45.6
2025-05-04 07:00:00,62.9
2025-05-04 08:00:00,55.1
2025-05-04 20:00:00,60.9
2025-05-04 22:00:00,55.1
2025-05-04 23:00:00,41.7
2025-05-05 00:00:00,37.2
2025-05-05 01:00:00,37.3
2025-05-05 03:00:00,47.9
2025-05-05 05:00:00,27.7
2025-05-05 09:00:00,49.5
2025-05-05 10:00:00,38.0
2025-05-05 12:00:00,46.8
2025-05-05 16:00:00,38.6
2025-05-05 17:00:00,64.3
2025-05-05 19:00:00,57.4
2025-05-05 21:00:00,43.0
2025-05-06 05:00:00,29.0
2025-05-06 06:00:00,49.8
2025-05-06 10:00:00,48.5
2025-05-06 14:00:00,43.5
2025-05-06 16:00:00,52.6
2025-05-06 20:00:00,31.8
2025-05-06 22:00:00,50.5
2025-05-07 01:00:00,29.3
2025-05-07 03:00:00,32.5
2025-05-07 04:00:00,42.9
2025-05-07 06:00:00,47.3
2025-05-07 07:00:00,34.3
2025-05-07 09:00:00,48.1
2025-05-07 11:00:00,48.0
2025-05-07 15:00:00,49.1
2025-05-07 17:00:00,66.5
2025-05-07 18:00:00,54.1
2025-05-07 20:00:00,49.1
2025-05-08 03:00:00,16.8
2025-05-08 06:00:00,54.8
2025-05-08 08:00:00,58.4
2025-05-08 11:00:00,40.3
2025-05-08 20:00:00,51.8
2025-05-09 01:00:00,50.4
2025-05-09 08:00:00,62.8
2025-05-09 10:00:00,51.0
2025-05-09 16:00:00,64.2
2025-05-09 19:00:00,70.9
2025-05-10 01:00:00,42.3
2025-05-10 02:00:00,47.0
2025-05-10 04:00:00,32.4
2025-05-10 05:00:00,35.1
2025-05-10 06:00:00,44.8
2025-05-10 07:00:00,57.3
2025-05-10 08:00:00,34.3
2025-05-10 10:00:00,50.8
2025-05-10 11:00:00,40.3
2025-05-10 13:00:00,37.1
2025-05-10 14:00:00,35.5
2025-05-10 23:00:00,17.3
2025-05-11 05:00:00,41.9
2025-05-11 06:00:00,42.3
2025-05-11 13:00:00,36.5
2025-05-11 15:00:00,29.7
2025-05-11 17:00:00,34.1
2025-05-12 00:00:00,35.8
2025-05-12 06:00:00,46.5
2025-05-12 09:00:00,52.5
2025-05-12 10:00:00,43.9
2025-05-12 12:00:00,32.5
2025-05-12 14:00:00,55.1
2025-05-12 23:00:00,41.4
2025-05-13 00:00:00,39.8
2025-05-13 06:00:00,26.0
2025-05-13 13:00:00,53.1
2025-05-13 22:00:00,46.6
2025-05-14 01:00:00,23.0
2025-05-14 03:00:00,41.7
2025-05-14 04:00:00,31.5
2025-05-14 05:00:00,57.4
2025-05-14 07:00:00,56.2
2025-05-14 10:00:00,56.4
2025-05-14 11:00:00,47.4
2025-05-14 23:00:00,34.0
2025-05-15 00:00:00,48.7
